"compound","unique_id","plant","type","new_cat","genus","family","order","location","region","new_class","new_sub_class","sum_area","perc_area","prop_area","smiles","inchikeys","abundance","sum_abund","rel_abund"
"2-pentanone, 4-hydroxy-4-methyl-","Allcarrot pooled-Can","Daucus carota","Arable","Crops","Daucus","Apiaceae","Apiales","Canterbury","Upper south island","Fatty acid derivatives","Fatty unknown",1479,NA,NA,"Cc(=o)cc(c)(c)o","Swxvuiwouidpgs-uhfffaoysa-n",1479,98093,0.0150775284678825
"2-hexyn-1-ol","Vc 136-Dun","Actaea racemosa","Flower","Ornamentals","Actaea","Ranunculaceae","Ranunculales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",2756,NA,NA,"Cccc#cco","Btdwszjdllltmi-uhfffaoysa-n",2756,11423,0.241267617963757
"2-hexyn-1-ol","Vc 137-Dun","Actaea racemosa","Flower","Ornamentals","Actaea","Ranunculaceae","Ranunculales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",4094,NA,NA,"Cccc#cco","Btdwszjdllltmi-uhfffaoysa-n",4094,15221,0.268970501281125
"2-hexyn-1-ol","Vc 138-Dun","Actaea racemosa","Flower","Ornamentals","Actaea","Ranunculaceae","Ranunculales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",383,NA,NA,"Cccc#cco","Btdwszjdllltmi-uhfffaoysa-n",383,12176,0.0314553219448095
"2-pentanone, 4-hydroxy-4-methyl-","Carrot males pooled-Can","Daucus carota","Arable","Crops","Daucus","Apiaceae","Apiales","Canterbury","Upper south island","Fatty acid derivatives","Fatty unknown",3852,NA,NA,"Cc(=o)cc(c)(c)o","Swxvuiwouidpgs-uhfffaoysa-n",3852,50441,0.0763664479292639
"2-pentanone, 4-hydroxy-4-methyl-","All cherry pooled-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Fatty acid derivatives","Fatty unknown",1468,NA,NA,"Cc(=o)cc(c)(c)o","Swxvuiwouidpgs-uhfffaoysa-n",1468,46308,0.0317007860412888
"Rt8.7-ki854","Vc101-Chr","Phlox paniculata","Flower","Ornamentals","Phlox","Polemoniaceae","Ericales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Fatty unknown",2428,NA,NA,"Na","Na",2428,24281,0.099995881553478
"Rt8.7-ki854","Vc101-Dun","Phlox paniculata","Flower","Ornamentals","Phlox","Polemoniaceae","Ericales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty unknown",2428,NA,NA,"Na","Na",2428,24281,0.099995881553478
"Rt8.7-ki854","Vc102-Chr","Phlox paniculata","Flower","Ornamentals","Phlox","Polemoniaceae","Ericales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Fatty unknown",1577,NA,NA,"Na","Na",1577,35227,0.0447667981945667
"Rt8.7-ki854","Vc102-Dun","Phlox paniculata","Flower","Ornamentals","Phlox","Polemoniaceae","Ericales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty unknown",1577,NA,NA,"Na","Na",1577,35227,0.0447667981945667
"Rt8.7-ki854","Vc103-Chr","Phlox paniculata","Flower","Ornamentals","Phlox","Polemoniaceae","Ericales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Fatty unknown",545,NA,NA,"Na","Na",545,39081,0.0139453954607098
"Rt8.7-ki854","Vc103-Dun","Phlox paniculata","Flower","Ornamentals","Phlox","Polemoniaceae","Ericales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty unknown",545,NA,NA,"Na","Na",545,39081,0.0139453954607098
"(-)-Aristolene","Veronica_odora_pooled-Aot","Veronica odora","Flower","Natives","Veronica","Plantaginaceae","Lamiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1915,7.24985939454846,0.0724985939454846,"C[c@@h]1cccc2=cc[c@@h]3[c@h]([c@@]12c)c3(c)c","Fobxozmhekiley-pbosxpjtsa-n",1915,24622,0.0777759727073349
"(-)-Aristolene","Veronica_odora_f2-Aot","Veronica odora","Flower","Natives","Veronica","Plantaginaceae","Lamiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3045,7.98486780903447,0.0798486780903447,"C[c@@h]1cccc2=cc[c@@h]3[c@h]([c@@]12c)c3(c)c","Fobxozmhekiley-pbosxpjtsa-n",3045,32288,0.0943074826560951
"(-)-Aristolene","Veronica_odora_f1-Aot","Veronica odora","Flower","Natives","Veronica","Plantaginaceae","Lamiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2467,5.45934805906894,0.0545934805906894,"C[c@@h]1cccc2=cc[c@@h]3[c@h]([c@@]12c)c3(c)c","Fobxozmhekiley-pbosxpjtsa-n",2467,27490,0.0897417242633685
"(-)-Beta-curcumene","Hebe_cassinia_vauvilliersii_pooled-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2130,0.442577471585887,0.00442577471585887,"Cc1=ccc(=cc1)[c@h](c)ccc=c(c)c","Jxzqzarenygjmk-cqszacivsa-n",2130,36847,0.057806605693815
"(-)-Beta-curcumene","Hebe_cassinia_vauvilliersii_f3-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2890,0.549249183377198,0.00549249183377198,"Cc1=ccc(=cc1)[c@h](c)ccc=c(c)c","Jxzqzarenygjmk-cqszacivsa-n",2890,37923,0.0762070511299212
"(-)-Beta-curcumene","Hebe_cassinia_vauvilliersii_f2-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2905,0.600496881897194,0.00600496881897194,"Cc1=ccc(=cc1)[c@h](c)ccc=c(c)c","Jxzqzarenygjmk-cqszacivsa-n",2905,40726,0.0713303540735648
"(+)-epi-bicyclosesquiphellandrene","Kanuka_f1_flore-Aot","Kunzea ericoides","Flower","Natives","Kunzea","Myrtaceae","Myrtales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1931,NA,NA,"Cc1ccc(c2=cc(=c)ccc12)c(c)c","Rndfuokduldzpr-uhfffaoysa-n",1931,33888,0.0569818224740321
"(+)-epi-bicyclosesquiphellandrene","Kanuka_f2_flore-Aot","Kunzea ericoides","Flower","Natives","Kunzea","Myrtaceae","Myrtales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1888,NA,NA,"Cc1ccc(c2=cc(=c)ccc12)c(c)c","Rndfuokduldzpr-uhfffaoysa-n",1888,29782,0.0633939963736485
"(+)-epi-bicyclosesquiphellandrene","Kanuka_f3_flore-Aot","Kunzea ericoides","Flower","Natives","Kunzea","Myrtaceae","Myrtales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",4088,NA,NA,"Cc1ccc(c2=cc(=c)ccc12)c(c)c","Rndfuokduldzpr-uhfffaoysa-n",4088,31377,0.130286515600599
"(3z,6z,9z)-heptadecatriene","Kiwifruit-gold-m33-Bay","Actinidia chinensis","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,1.817815,0.01817815,"Ccccccc/c=c\c/c=c\c/c=c\cc","Awdnooutxpcpbh-yypvpkodsa-n",4249,114723,0.037037037037037
"(3z,6z,9z)-heptadecatriene","Kiwifruit-gold-m91-Bay","Actinidia chinensis","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,2.573573,0.02573573,"Ccccccc/c=c\c/c=c\c/c=c\cc","Awdnooutxpcpbh-yypvpkodsa-n",4249,135968,0.03125
"(3z,6z,9z)-heptadecatriene","Kiwifruit-gold-y3-Bay","Actinidia chinensis","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,2.542632,0.02542632,"Ccccccc/c=c\c/c=c\c/c=c\cc","Awdnooutxpcpbh-yypvpkodsa-n",4249,123221,0.0344827586206897
"(3z,6z,9z)-heptadecatriene","Kiwifruit-green-chieftain-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,1.66346,0.0166346,"Ccccccc/c=c\c/c=c\c/c=c\cc","Awdnooutxpcpbh-yypvpkodsa-n",4249,178458,0.0238095238095238
"(3z,6z,9z)-heptadecatriene","Kiwifruit-green-g11-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,2.841162,0.02841162,"Ccccccc/c=c\c/c=c\c/c=c\cc","Awdnooutxpcpbh-yypvpkodsa-n",4249,169960,0.025
"(3z,6z,9z)-heptadecatriene","Kiwifruit-green-hayward-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,2.95488,0.0295488,"Ccccccc/c=c\c/c=c\c/c=c\cc","Awdnooutxpcpbh-yypvpkodsa-n",4249,178458,0.0238095238095238
"(3z,6z,9z)-heptadecatriene","Kiwifruit-green-m36-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,1.815259,0.01815259,"Ccccccc/c=c\c/c=c\c/c=c\cc","Awdnooutxpcpbh-yypvpkodsa-n",4249,161462,0.0263157894736842
"(3z,6z,9z)-heptadecatriene","Kiwifruit-green-m43-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,1.559623,0.01559623,"Ccccccc/c=c\c/c=c\c/c=c\cc","Awdnooutxpcpbh-yypvpkodsa-n",4249,165711,0.0256410256410256
"(3z,6z,9z)-heptadecatriene","Kiwifruit-green-m56-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,3.011547,0.03011547,"Ccccccc/c=c\c/c=c\c/c=c\cc","Awdnooutxpcpbh-yypvpkodsa-n",4249,157213,0.027027027027027
"(6z,9z)-heptadecadiene","Kiwifruit-green-chieftain-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,23.08607,0.2308607,"Ccccccc/c=c\c/c=c\ccccc","Agmlthhzjkhnls-bixsnliqsa-n",4249,178458,0.0238095238095238
"(6z,9z)-heptadecadiene","Kiwifruit-green-g11-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,21.74202,0.2174202,"Ccccccc/c=c\c/c=c\ccccc","Agmlthhzjkhnls-bixsnliqsa-n",4249,169960,0.025
"(6z,9z)-heptadecadiene","Kiwifruit-green-hayward-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,24.33421,0.2433421,"Ccccccc/c=c\c/c=c\ccccc","Agmlthhzjkhnls-bixsnliqsa-n",4249,178458,0.0238095238095238
"(6z,9z)-heptadecadiene","Kiwifruit-green-m36-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,23.03649,0.2303649,"Ccccccc/c=c\c/c=c\ccccc","Agmlthhzjkhnls-bixsnliqsa-n",4249,161462,0.0263157894736842
"3-hexen-1-ol","Veronica_odora_pooled-Aot","Veronica odora","Flower","Natives","Veronica","Plantaginaceae","Lamiales","Aotearoa","Aotearoa","Fatty acid derivatives","Fatty alcohols",1305,5.23218072997504,0.0523218072997504,"Cc/c=c/cco","Uflhiiwvxfijgu-onegzznksa-n",1305,24622,0.0530013808788888
"3-hexen-1-ol","Veronica_odora_f1-Aot","Veronica odora","Flower","Natives","Veronica","Plantaginaceae","Lamiales","Aotearoa","Aotearoa","Fatty acid derivatives","Fatty alcohols",3862,11.5323314569539,0.115323314569539,"Cc/c=c/cco","Uflhiiwvxfijgu-onegzznksa-n",3862,27490,0.140487449981812
"3-hexen-1-ol","Brachyglotis-f1-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Fatty acid derivatives","Fatty alcohols",3332,0.505816332335515,0.00505816332335515,"Cc/c=c/cco","Uflhiiwvxfijgu-onegzznksa-n",3332,58720,0.0567438692098093
"(6z,9z)-heptadecadiene","Kiwifruit-green-m43-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,30.12552,0.3012552,"Ccccccc/c=c\c/c=c\ccccc","Agmlthhzjkhnls-bixsnliqsa-n",4249,165711,0.0256410256410256
"Hexanal","Vc 282-New","Jacobaea maritima","Flower","Ornamentals","Jacobaea","Asteraceae","Asterales","New plymouth","Lower north island","Fatty acid derivatives","Fatty aldehydes",3543,NA,NA,"Cccccc=o","Jarkcyvaaowbjs-uhfffaoysa-n",3543,23863,0.148472530696057
"(6z,9z)-heptadecadiene","Kiwifruit-green-m56-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,27.41338,0.2741338,"Ccccccc/c=c\c/c=c\ccccc","Agmlthhzjkhnls-bixsnliqsa-n",4249,157213,0.027027027027027
"Rt8.9-ki859","Vc90-Chr","Inula helenium","Flower","Ornamentals","Inula","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Fatty unknown",556,NA,NA,"Na","Na",556,11941,0.0465622644669626
"(6z,9z)-heptadecadiene","Kiwifruit-gold-m33-Bay","Actinidia chinensis","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,0.8916677,0.008916677,"Ccccccc/c=c\c/c=c\ccccc","Agmlthhzjkhnls-bixsnliqsa-n",4249,114723,0.037037037037037
"(6z,9z)-heptadecadiene","Kiwifruit-gold-m91-Bay","Actinidia chinensis","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,10.44212,0.1044212,"Ccccccc/c=c\c/c=c\ccccc","Agmlthhzjkhnls-bixsnliqsa-n",4249,135968,0.03125
"Hexanal","Vc 280-New","Jacobaea maritima","Flower","Ornamentals","Jacobaea","Asteraceae","Asterales","New plymouth","Lower north island","Fatty acid derivatives","Fatty aldehydes",2880,NA,NA,"Cccccc=o","Jarkcyvaaowbjs-uhfffaoysa-n",2880,23429,0.122924580647915
"Hexanal","Vc 281-New","Jacobaea maritima","Flower","Ornamentals","Jacobaea","Asteraceae","Asterales","New plymouth","Lower north island","Fatty acid derivatives","Fatty aldehydes",3560,NA,NA,"Cccccc=o","Jarkcyvaaowbjs-uhfffaoysa-n",3560,21585,0.164929349085013
"Rt8.9-ki859","Vc89-Chr","Inula helenium","Flower","Ornamentals","Inula","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Fatty unknown",1036,NA,NA,"Na","Na",1036,16268,0.0636833046471601
"Rt8.9-ki859","Vc91-Chr","Inula helenium","Flower","Ornamentals","Inula","Asteraceae","Asterales","Christchurch botanical gardens","Upper south island","Fatty acid derivatives","Fatty unknown",2445,NA,NA,"Na","Na",2445,25749,0.0949551438890831
"(6z,9z)-heptadecadiene","Kiwifruit-gold-y3-Bay","Actinidia chinensis","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,1.100654,0.01100654,"Ccccccc/c=c\c/c=c\ccccc","Agmlthhzjkhnls-bixsnliqsa-n",4249,123221,0.0344827586206897
"(8z)-heptadecene","Kiwifruit-green-chieftain-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,44.19935,0.4419935,"Cccccccc/c=c\ccccccc","Biqkrilzmdqphi-icfokqhnsa-n",4249,178458,0.0238095238095238
"Xylene_isomer_1","Vc49-Chr","Geranium pratense","Flower","Ornamentals","Geranium","Geraniaceae","Geraniales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",3083,NA,NA,"Cc1=cc=cc=c1c","Ctqngglpubdakn-uhfffaoysa-n",3083,9798,0.314656052255562
"Xylene_isomer_1","Vc50-Chr","Geranium pratense","Flower","Ornamentals","Geranium","Geraniaceae","Geraniales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",1893,NA,NA,"Cc1=cc=cc=c1c","Ctqngglpubdakn-uhfffaoysa-n",1893,10069,0.188002780812394
"Xylene_isomer_1","Vc51-Chr","Geranium pratense","Flower","Ornamentals","Geranium","Geraniaceae","Geraniales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",2045,NA,NA,"Cc1=cc=cc=c1c","Ctqngglpubdakn-uhfffaoysa-n",2045,10024,0.204010375099761
"Xylene_isomer_1","Vc73-Chr","Potentilla nepalensis","Flower","Ornamentals","Potentilla","Rosaceae","Rosales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",3034,NA,NA,"Cc1=cc=cc=c1c","Ctqngglpubdakn-uhfffaoysa-n",3034,16100,0.188447204968944
"Xylene_isomer_1","Vc74-Chr","Potentilla nepalensis","Flower","Ornamentals","Potentilla","Rosaceae","Rosales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",3242,NA,NA,"Cc1=cc=cc=c1c","Ctqngglpubdakn-uhfffaoysa-n",3242,15555,0.208421729347477
"Xylene_isomer_1","Vc75-Chr","Potentilla nepalensis","Flower","Ornamentals","Potentilla","Rosaceae","Rosales","Christchurch botanical gardens","Upper south island","Benzenoid","Benzenoids unknown",3232,NA,NA,"Cc1=cc=cc=c1c","Ctqngglpubdakn-uhfffaoysa-n",3232,15185,0.212841620019756
"(8z)-heptadecene","Kiwifruit-green-g11-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Fatty acid derivatives","Hydrocarbons",4249,37.64929,0.3764929,"Cccccccc/c=c\ccccccc","Biqkrilzmdqphi-icfokqhnsa-n",4249,169960,0.025
"1-hexanol","Vc 124-Dun","Valeriana officinalis","Flower","Ornamentals","Valeriana","Caprifoliaceae","Dipsacales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",3519,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",3519,9475,0.371398416886544
"1-hexanol","Vc 141-Dun","Centranthus ruber","Flower","Ornamentals","Centranthus","Caprifoliaceae","Dipsacales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",921,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",921,11796,0.0780773143438454
"1-hexanol","Vc 144-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",1449,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",1449,119622,0.0121131564427948
"1-hexanol","Phacelia-f3-Aot","Phacelia tanacetifolia","Flower","Ornamentals","Phacelia","Boraginaceae","Boraginales","Aotearoa","Aotearoa","Fatty acid derivatives","Fatty alcohols",3301,3.63691426749792,0.0363691426749792,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",3301,22547,0.146405286734377
"1-hexanol","Vc 125-Dun","Valeriana officinalis","Flower","Ornamentals","Valeriana","Caprifoliaceae","Dipsacales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",3461,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",3461,16677,0.207531330575043
"1-hexanol","Vc 126-Dun","Valeriana officinalis","Flower","Ornamentals","Valeriana","Caprifoliaceae","Dipsacales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",3011,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",3011,15775,0.190871632329635
"1-hexanol","Vc 140-Dun","Centranthus ruber","Flower","Ornamentals","Centranthus","Caprifoliaceae","Dipsacales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",2838,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",2838,13710,0.207002188183807
"1-hexanol","Vc 142-Dun","Centranthus ruber","Flower","Ornamentals","Centranthus","Caprifoliaceae","Dipsacales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",3584,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",3584,13431,0.266845357754449
"1-hexanol","Vc 145-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",594,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",594,115182,0.00515705578996718
"1-hexanol","Vc 146-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Fatty acid derivatives","Fatty alcohols",2528,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",2528,129586,0.0195082802154554
"1-hexanol","Vc 164-Lak","Echium sp.","Flower","Ornamentals","Echium","Boraginaceae","Boraginales","Lake tekapo","Lower south island","Fatty acid derivatives","Fatty alcohols",406,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",406,17447,0.0232704762996504
"1-hexanol","Vc 165-Lak","Echium sp.","Flower","Ornamentals","Echium","Boraginaceae","Boraginales","Lake tekapo","Lower south island","Fatty acid derivatives","Fatty alcohols",372,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",372,18255,0.0203779786359901
"1-hexanol","Vc 166-Lak","Echium sp.","Flower","Ornamentals","Echium","Boraginaceae","Boraginales","Lake tekapo","Lower south island","Fatty acid derivatives","Fatty alcohols",3828,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",3828,15989,0.239414597535806
"1-hexanol","Vc 19-Lak","Phormium tenax","Flower","Natives","Phormium","Xanthorrhoeaceae","Asparagales","Lake tekapo","Lower south island","Fatty acid derivatives","Fatty alcohols",297,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",297,40124,0.00740205363373542
"1-hexanol","Vc 21-Lak","Phormium tenax","Flower","Natives","Phormium","Xanthorrhoeaceae","Asparagales","Lake tekapo","Lower south island","Fatty acid derivatives","Fatty alcohols",3159,NA,NA,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",3159,29548,0.106910789224313
"1-hexanol","Phacelia-pooled-Aot","Phacelia tanacetifolia","Flower","Ornamentals","Phacelia","Boraginaceae","Boraginales","Aotearoa","Aotearoa","Fatty acid derivatives","Fatty alcohols",2410,4.0587105892509,0.040587105892509,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",2410,39025,0.0617552850736707
"1-hexanol","Phacelia-f1-Aot","Phacelia tanacetifolia","Flower","Ornamentals","Phacelia","Boraginaceae","Boraginales","Aotearoa","Aotearoa","Fatty acid derivatives","Fatty alcohols",2791,5.05495121493522,0.0505495121493522,"Cccccco","Zsiaufguxnugdi-uhfffaoysa-n",2791,25305,0.110294408219719
